word_count,char_count,tech_skill_count,soft_skill_count,years_experience,education_level,unique_tech_skills,domain_finance,domain_tech,domain_healthcare,domain_legal,domain_education,domain_engineering,domain_sales,domain_creative,domain_hr,domain_hospitality,domain_aviation,domain_agriculture,domain_automobile,domain_apparel,domain_fitness,domain_bpo,domain_consultant,domain_banking,domain_public_relations,domain_digital_media
346,2791,1,1,13,0,1,0,1,3,0,9,1,1,5,3,0,1,0,1,1,2,1,3,0,1,0
728,6068,2,5,0,2,2,2,2,3,3,5,1,5,4,11,1,1,1,1,1,1,3,0,1,4,0
904,7818,3,5,30,4,3,3,6,1,2,9,6,4,2,2,1,0,1,5,1,1,3,4,1,2,0
564,4749,2,8,0,1,2,4,2,0,5,3,3,4,3,8,1,2,1,5,2,2,3,2,2,2,0
541,4588,3,2,0,2,3,1,0,0,1,2,1,5,4,0,1,0,0,0,3,0,2,3,2,4,1
480,4031,2,5,20,2,2,0,0,2,0,12,3,2,2,4,0,0,1,1,0,1,1,2,2,2,1
575,4742,2,4,0,0,2,7,3,1,3,4,0,2,2,8,1,1,0,2,0,1,5,0,7,4,0
659,5011,3,2,0,2,3,2,1,2,2,5,5,2,2,3,1,4,1,2,0,1,3,0,0,2,2
469,4002,3,6,0,2,3,1,5,2,1,4,4,3,2,4,1,1,0,3,0,1,1,4,1,3,0
556,4851,2,4,0,3,2,0,3,12,1,7,2,3,4,2,1,2,0,4,1,1,4,0,2,3,1
1155,9610,2,3,8,3,2,15,1,2,3,2,3,6,5,5,1,2,1,3,3,0,2,2,6,1,1
637,5328,2,3,14,1,2,6,1,1,4,3,0,1,3,2,3,2,0,1,0,1,2,1,2,4,1
901,7776,2,5,0,3,2,8,1,3,4,4,2,7,4,9,1,0,0,1,3,1,4,2,4,3,1
739,6143,7,4,20,3,7,3,7,2,2,3,3,5,4,2,1,0,0,1,1,0,3,10,2,3,1
840,6499,2,8,0,2,2,5,2,3,1,4,0,9,4,7,1,3,0,4,6,1,2,2,0,5,0
357,3009,2,4,0,3,2,4,1,0,3,3,2,5,8,5,1,0,0,2,2,1,1,3,6,1,5
801,6429,2,4,15,3,2,2,1,1,4,3,2,4,4,4,1,6,0,2,2,1,3,0,3,2,0
880,6629,2,2,32,1,2,0,0,1,1,4,5,1,3,2,1,10,0,2,1,1,2,2,1,1,0
675,5510,2,5,0,3,2,0,0,3,4,3,1,3,4,14,3,6,0,2,2,1,2,1,1,3,1
687,5462,2,4,0,3,2,1,2,3,5,4,1,6,3,5,1,1,0,3,2,1,3,1,2,3,3
942,7267,2,4,0,1,2,8,2,1,2,2,2,5,4,6,1,2,0,0,2,1,3,0,7,3,0
990,8084,2,4,6,3,2,2,4,2,5,3,3,6,7,6,4,3,1,3,2,3,6,4,4,3,2
688,5484,3,1,0,1,3,3,6,2,3,3,3,3,5,3,1,0,0,3,1,1,2,3,1,1,0
487,4131,2,5,0,3,2,1,0,0,1,2,6,3,3,5,1,3,1,2,1,1,3,0,1,2,0
552,4606,3,5,0,0,3,0,3,2,2,3,3,2,3,5,4,3,0,1,1,2,4,2,2,3,1
781,6338,3,5,40,3,3,5,0,1,1,3,5,4,4,5,0,3,0,3,0,1,2,6,2,1,2
752,5890,2,1,0,1,2,3,2,3,2,4,0,3,3,4,2,1,0,2,3,2,3,0,3,2,0
578,4719,4,6,10,3,4,1,5,1,1,7,4,3,4,5,1,1,0,1,0,1,1,2,0,2,0
901,7157,2,6,7,3,2,4,2,1,2,3,3,5,8,5,3,1,2,1,5,0,1,1,3,11,4
187,1388,2,0,0,3,2,0,0,0,0,1,1,2,4,3,3,0,0,2,1,1,1,0,1,2,6
761,6195,3,6,0,1,3,1,3,5,3,4,2,8,5,4,1,2,0,1,0,1,5,1,6,2,1
492,3850,2,4,15,1,2,0,0,3,2,3,1,1,3,4,12,2,0,2,0,1,2,0,2,3,0
837,6416,2,1,5,3,2,4,1,2,2,3,2,7,2,3,8,0,1,1,0,1,2,0,3,1,0
845,7053,1,3,15,0,1,15,0,1,4,3,1,7,2,3,3,2,0,1,1,1,3,2,8,2,1
499,3935,2,4,0,2,2,4,0,2,1,3,1,6,3,2,1,0,0,0,1,2,2,3,4,1,1
576,4506,2,2,0,1,2,5,1,0,5,4,3,4,2,5,1,0,1,1,1,2,3,0,10,1,0
450,3551,2,4,13,1,2,9,1,0,2,2,2,2,1,4,1,1,0,1,2,0,3,0,6,2,0
522,4226,2,4,25,3,2,3,1,6,3,3,2,10,4,6,2,1,0,2,2,2,2,4,11,3,1
551,4550,4,2,0,4,4,0,3,4,0,7,9,1,3,4,0,2,0,5,1,1,1,4,1,2,1
977,8492,2,5,40,3,2,0,2,0,2,4,9,2,2,4,4,2,0,4,0,3,4,1,2,3,1
274,2327,1,5,20,2,1,2,1,3,1,3,0,9,3,5,0,0,0,2,0,1,1,1,1,2,0
738,6043,2,4,15,3,2,5,2,1,2,4,2,4,8,4,1,1,0,1,1,1,1,6,5,10,6
229,1815,2,5,0,1,2,0,0,0,2,2,0,2,4,0,5,0,0,0,2,1,3,1,0,2,0
459,3607,2,7,0,0,2,1,3,2,3,3,6,1,5,1,2,1,1,0,2,0,1,0,1,2,0
703,5291,2,3,0,4,2,0,0,4,0,8,2,0,4,2,1,2,4,2,0,3,2,2,1,3,1
638,5532,2,5,0,2,2,11,0,10,6,3,0,6,3,7,1,1,0,1,1,4,3,2,4,3,0
520,4256,2,6,4,1,2,0,0,2,1,5,2,4,9,2,0,0,0,1,3,3,1,1,0,3,2
225,1901,2,4,0,1,2,2,1,1,4,2,2,5,6,5,1,0,0,1,2,1,2,0,2,2,1
774,6036,3,5,40,3,3,4,2,3,1,4,2,2,4,5,1,1,0,1,1,2,4,2,8,2,1
593,4806,3,2,0,3,3,10,3,0,2,2,0,1,4,4,0,0,0,0,0,0,2,0,5,1,1
489,4041,1,4,0,3,1,7,0,0,2,9,2,3,5,4,1,2,0,0,1,3,3,1,4,2,2
551,4494,3,3,0,2,3,2,1,4,3,3,0,4,5,4,1,7,0,1,1,1,4,0,3,2,2
549,4508,1,1,0,2,1,2,1,5,3,5,1,4,2,7,2,2,0,3,0,2,2,0,3,2,1
298,2481,4,4,0,0,4,1,0,0,1,4,5,2,2,3,2,3,1,3,0,1,2,3,2,3,0
500,4093,3,3,0,3,3,7,1,1,1,3,2,6,3,3,1,1,0,0,2,1,3,3,2,1,1
520,4199,2,4,40,2,2,4,1,1,2,4,1,8,6,10,1,0,0,1,3,2,3,2,7,2,0
559,4806,4,7,0,2,4,1,4,0,3,3,2,9,8,4,1,1,2,1,0,1,3,3,1,5,6
510,4157,6,1,12,1,6,0,3,0,0,3,8,0,5,3,0,2,2,2,2,0,1,1,1,2,1
650,5301,2,3,10,2,2,1,0,3,2,12,3,6,7,4,2,2,0,1,1,2,2,3,1,2,2
760,6308,3,8,10,2,3,6,5,2,5,7,4,3,3,6,1,0,0,1,0,1,2,3,6,2,1
493,4182,1,8,0,3,1,2,1,2,3,3,3,4,2,4,1,5,0,2,0,0,3,5,0,2,0
487,3809,2,2,8,1,2,2,0,4,1,3,1,4,3,5,15,2,0,1,3,3,1,0,1,2,0
282,2161,1,1,16,1,1,1,0,1,0,3,2,1,2,1,0,8,0,5,0,1,0,0,0,2,1
524,4285,2,2,0,1,2,2,0,6,3,2,1,2,2,0,1,2,0,1,2,1,6,0,1,2,1
300,2281,4,4,0,2,4,1,2,2,1,4,2,2,3,1,6,2,0,2,0,1,1,0,1,1,1
982,8138,2,5,40,3,2,4,4,2,4,4,5,8,3,5,0,2,0,5,1,1,3,3,3,3,0
651,5272,2,2,20,1,2,11,1,1,2,3,3,1,2,4,4,0,1,0,0,1,2,0,3,1,0
499,4158,1,5,0,2,1,4,0,1,6,3,3,5,3,4,1,0,0,2,2,2,5,1,4,3,0
650,5314,1,4,25,3,1,7,2,9,3,3,1,4,2,7,1,1,0,4,1,1,3,4,2,1,1
761,5841,7,2,7,3,7,1,5,4,2,5,3,3,14,1,0,0,0,2,1,1,2,1,0,2,1
386,3234,2,5,0,2,2,5,2,2,1,4,1,10,8,4,2,1,0,0,1,1,1,1,1,4,3
569,4677,2,3,35,3,2,3,1,1,2,2,4,1,3,10,0,1,0,1,1,1,1,1,4,2,0
719,6037,3,6,30,1,3,2,5,1,6,3,7,4,5,5,0,2,1,2,1,1,3,3,2,3,0
272,2104,3,1,0,2,3,1,0,1,1,4,3,2,11,1,1,0,0,1,1,0,1,0,1,2,0
737,6196,4,3,0,3,4,8,2,2,2,4,3,3,5,6,1,0,0,0,3,2,5,1,6,2,3
566,4433,4,3,0,2,4,6,2,1,2,4,5,4,4,3,1,1,0,1,0,2,1,1,2,1,1
214,1835,1,2,0,2,1,1,1,2,1,3,2,2,4,6,1,1,0,1,1,2,2,0,0,2,1
836,6890,2,8,0,3,2,2,3,2,1,11,3,3,8,11,3,1,0,1,1,3,3,3,0,5,3
621,5091,1,4,8,3,1,5,2,3,2,4,8,6,3,2,1,4,1,1,0,0,2,4,1,2,0
514,4443,1,8,0,3,1,4,2,2,2,3,2,12,4,3,1,0,0,2,0,1,2,3,1,1,1
963,7564,2,3,7,3,2,11,3,2,2,5,4,5,3,4,1,3,0,1,2,1,3,4,7,1,0
460,3754,2,5,0,2,2,1,1,0,1,4,0,3,3,4,2,1,1,1,1,0,3,0,6,2,1
803,6826,3,6,0,3,3,4,2,10,5,6,2,1,3,6,1,1,1,1,2,3,2,1,3,4,1
1288,10618,2,8,21,2,2,5,2,3,1,4,4,3,5,8,0,4,0,2,0,7,1,3,1,3,1
1145,9338,3,4,0,1,3,14,4,2,3,3,3,7,3,6,1,1,0,2,1,1,2,5,9,1,0
517,4014,2,4,5,2,2,1,0,0,1,8,4,4,8,2,1,1,0,0,0,0,1,0,2,4,2
547,4373,2,5,0,3,2,2,1,3,3,3,1,2,3,8,1,0,0,1,1,2,2,2,0,3,0
805,5785,6,3,20,3,6,0,4,1,0,1,4,1,7,4,1,0,0,1,0,0,4,3,1,3,1
454,3789,1,3,0,1,1,0,1,6,1,2,1,2,3,0,2,5,0,1,0,0,1,0,0,3,0
486,4308,2,7,0,2,2,7,1,2,3,4,0,3,2,5,1,1,0,2,1,2,1,0,2,2,0
646,5321,5,5,0,1,5,1,6,1,2,3,3,3,3,4,1,1,0,3,0,1,2,2,1,2,0
625,5383,2,2,0,2,2,3,1,2,5,3,2,6,2,4,3,2,0,0,0,1,4,1,2,2,0
823,6761,3,4,10,1,3,2,1,2,2,2,7,5,4,1,1,2,0,2,0,0,2,1,1,2,1
475,4034,2,3,0,3,2,6,2,1,3,5,0,4,3,6,1,2,0,3,0,2,5,0,4,4,1
932,7872,2,6,30,3,2,7,1,2,5,3,5,5,4,5,1,2,1,2,0,1,2,1,3,3,2
541,4312,2,1,0,1,2,0,0,2,2,3,0,2,2,1,1,2,1,3,1,0,6,0,6,2,1
546,4657,2,7,15,2,2,2,1,9,1,3,1,1,2,3,1,3,0,3,0,1,2,0,3,3,0
844,6803,2,6,0,3,2,13,2,2,5,3,3,9,4,5,1,1,1,3,4,1,4,3,7,1,1
821,6954,1,6,0,3,1,2,0,10,4,5,2,3,2,6,1,1,0,2,0,1,2,2,2,3,0
620,5128,2,4,8,3,2,0,2,1,1,4,10,1,3,5,0,3,0,6,0,1,3,1,1,2,2
658,5358,2,5,0,3,2,2,3,2,7,7,4,4,3,5,1,2,0,3,1,1,5,6,3,3,1
1113,9185,5,6,3,3,5,7,6,4,3,7,4,8,6,7,2,2,0,3,2,3,3,4,1,2,0
517,4336,4,5,10,1,4,2,3,3,2,1,1,7,3,5,2,1,0,1,1,1,4,1,1,4,0
710,5774,1,6,30,3,1,2,0,1,2,5,5,11,4,5,1,0,0,2,0,2,3,5,1,3,2
486,4034,2,5,0,1,2,5,0,2,1,4,2,5,4,9,1,0,0,2,2,2,1,0,2,3,0
820,6582,2,5,28,1,2,3,1,6,3,6,0,5,2,4,7,1,1,2,4,4,3,0,2,4,0
550,4351,1,4,15,3,1,1,2,1,4,3,10,2,3,2,0,2,1,3,0,0,2,0,2,2,1
554,4202,2,2,10,1,2,0,0,5,3,3,0,1,2,2,1,0,0,2,0,1,3,0,2,1,1
513,4361,1,4,0,4,1,3,0,3,2,4,3,3,2,7,1,0,0,1,0,0,1,2,2,2,0
466,3945,1,6,0,2,1,2,0,9,2,4,2,5,2,3,4,1,0,2,2,1,4,0,2,4,1
496,4098,2,4,10,3,2,11,1,0,4,2,2,4,2,2,0,0,1,1,1,1,2,0,4,1,1
407,3090,4,1,0,2,4,0,1,0,0,4,2,4,7,2,1,0,0,1,0,1,1,0,0,2,1
813,6512,3,3,0,2,3,1,0,1,2,5,8,5,4,3,1,2,1,2,1,1,3,1,1,2,1
491,4155,2,3,0,3,2,7,1,1,3,5,2,2,3,4,2,0,0,1,0,1,1,2,4,1,0
359,2890,2,7,20,0,2,1,1,2,3,0,3,3,6,1,2,0,0,2,1,2,2,0,2,2,0
464,3943,2,3,0,3,2,0,0,0,3,9,5,3,3,5,1,0,1,1,1,1,3,3,1,5,0
566,4828,3,5,15,3,3,7,2,1,3,3,3,3,3,4,1,1,1,0,3,1,2,2,2,3,0
701,5610,2,8,5,3,2,9,0,1,2,3,3,7,4,7,0,0,0,2,0,1,5,7,3,3,1
1254,10128,3,6,10,3,3,1,2,12,4,11,5,5,6,5,2,3,1,3,2,2,1,1,3,4,1
552,4576,3,4,0,0,3,2,0,2,1,1,2,6,12,3,1,0,0,1,5,1,1,2,0,8,2
275,2214,1,6,0,0,1,0,0,2,0,11,1,1,4,3,0,0,0,3,0,8,1,1,0,2,2
629,5143,3,4,0,1,3,3,1,2,2,4,2,3,3,4,4,1,0,1,1,2,3,1,5,2,2
580,4962,2,5,0,3,2,1,2,4,2,4,1,6,9,1,1,1,0,2,2,2,3,2,2,9,3
741,5770,7,5,6,2,7,2,6,0,1,4,4,3,5,4,1,2,0,1,1,1,3,2,0,3,1
353,2667,1,1,40,3,1,0,1,0,0,11,2,0,3,1,0,0,0,0,0,0,0,0,0,1,2
634,5015,2,2,40,3,2,2,1,2,1,12,3,1,7,5,1,1,1,2,1,1,1,1,0,4,1
568,4779,2,5,0,3,2,9,2,2,0,4,2,3,4,4,1,1,0,1,0,1,2,0,7,1,0
704,5612,3,3,12,3,3,3,4,1,1,4,8,4,3,6,2,1,0,4,0,2,4,5,3,2,3
472,3967,2,5,20,3,2,4,1,0,1,3,3,3,2,6,2,1,1,1,0,2,3,1,2,2,0
843,6622,2,8,0,3,2,2,6,0,1,2,3,7,10,4,0,2,0,2,3,0,3,4,1,3,5
493,4230,3,5,25,1,3,4,2,0,2,2,3,2,4,2,1,2,0,0,1,0,3,3,2,3,0
323,2594,2,1,5,2,2,2,0,4,1,3,2,3,3,6,1,0,1,1,1,1,1,0,1,1,0
558,4369,2,4,12,3,2,4,2,1,4,8,2,2,2,1,1,0,0,2,0,1,3,0,8,1,0
475,3915,1,1,7,1,1,0,3,0,1,3,9,1,5,1,0,5,1,2,0,0,1,0,1,1,1
633,4705,6,2,0,3,6,6,7,2,1,3,5,2,4,3,0,1,0,1,0,0,1,1,2,3,1
584,5011,3,9,0,3,3,3,3,5,1,7,2,3,2,6,1,0,0,1,0,2,3,4,3,4,2
273,2315,1,3,0,2,1,0,0,2,0,3,2,0,4,4,1,0,0,1,1,5,1,1,0,3,2
831,6349,5,1,10,1,5,1,8,1,1,6,8,2,6,3,0,0,0,5,1,1,2,3,1,3,1
755,6277,2,5,13,1,2,1,0,14,1,4,1,0,2,3,0,1,0,1,0,2,2,0,1,1,0
201,1525,1,3,0,2,1,0,1,0,0,4,2,1,2,2,1,0,0,1,1,1,2,0,2,2,0
574,5043,2,7,0,2,2,4,4,1,1,4,3,4,4,4,1,2,0,1,1,1,3,5,3,3,0
115,903,1,0,0,3,1,1,1,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
347,2809,3,2,8,0,3,0,2,0,1,3,10,2,3,2,1,0,1,2,0,0,1,1,0,1,0
608,5222,4,8,0,3,4,4,3,2,2,4,4,6,7,6,2,1,0,1,0,2,3,10,1,5,5
299,2481,3,0,6,1,3,3,1,0,2,1,0,4,2,0,2,0,0,3,3,0,2,0,5,1,0
806,6600,2,4,0,2,2,2,2,3,4,4,9,2,3,1,0,1,0,3,1,0,0,2,3,1,1
763,6312,3,0,30,4,3,0,1,2,1,12,4,1,6,4,1,1,0,2,0,3,1,3,0,2,1
493,4035,2,6,0,1,2,0,1,5,7,3,0,2,2,4,2,2,0,4,1,1,2,0,1,6,1
622,5061,3,4,0,2,3,1,2,2,2,4,3,5,8,3,1,0,0,1,1,0,3,1,1,6,3
603,4814,3,4,0,3,3,3,3,1,3,6,4,6,8,3,1,2,0,1,0,1,2,0,6,3,0
228,1710,2,0,40,3,2,6,0,1,0,6,1,1,2,3,0,0,0,2,0,1,1,0,2,1,0
659,5306,1,0,6,1,1,0,0,7,2,3,1,3,4,0,1,2,0,2,2,4,3,0,1,1,0
725,6187,4,6,0,3,4,1,0,3,6,4,16,3,4,2,1,1,1,2,0,3,2,2,1,1,1
858,6756,1,3,0,1,1,1,0,0,0,3,0,2,3,5,11,2,0,1,0,1,2,0,1,2,0
493,4123,2,4,5,3,2,9,0,3,4,3,1,4,3,3,2,3,0,1,1,1,3,0,4,2,1
769,6778,1,6,15,3,1,1,1,0,3,5,10,2,2,3,1,8,1,6,0,1,3,4,3,2,1
607,5031,2,3,0,1,2,3,4,0,5,3,6,5,2,7,1,2,1,1,0,2,3,3,3,3,1
582,4875,1,7,5,2,1,2,1,3,3,3,2,3,3,13,1,1,3,2,0,3,3,2,0,3,1
406,3385,3,4,0,2,3,0,1,0,2,4,10,1,2,1,0,1,0,3,0,0,1,1,1,1,0
701,5535,3,5,0,1,3,0,1,2,4,3,7,9,3,4,1,3,0,1,2,1,2,0,2,2,1
532,4383,2,4,13,1,2,2,0,2,3,4,1,3,3,5,1,6,0,2,0,1,2,0,1,4,0
1133,9065,4,4,34,3,4,2,6,1,2,3,4,5,5,6,1,2,0,3,1,1,3,5,1,2,2
498,4079,1,2,0,4,1,1,1,10,4,6,4,3,4,3,1,1,0,1,0,4,2,1,2,5,0
662,5123,1,2,0,1,1,2,0,1,1,3,2,3,2,6,3,4,0,1,3,1,3,0,4,3,0
1151,9371,2,4,0,1,2,1,0,1,1,3,4,2,5,3,2,3,0,4,2,2,5,1,0,3,2
967,8003,5,6,3,3,5,1,0,2,3,5,12,6,14,6,1,3,1,3,3,2,3,4,1,4,2
430,3665,2,4,0,2,2,0,0,1,1,11,3,1,3,2,1,0,0,0,1,1,0,0,0,2,2
657,5718,3,5,0,3,3,1,0,2,5,10,1,2,3,5,1,0,0,3,1,3,3,1,2,4,0
494,4083,3,6,2,2,3,4,3,4,3,3,3,6,4,5,1,0,0,1,1,1,3,3,2,4,0
332,2593,2,1,0,3,2,2,1,2,0,3,0,8,8,5,1,1,0,1,2,1,0,3,1,1,4
1040,8534,8,4,8,2,8,4,12,3,1,3,5,6,6,4,1,1,0,3,2,2,2,3,3,2,3
939,7889,3,4,0,3,3,3,2,1,6,8,2,3,3,12,1,1,0,2,2,4,3,5,6,5,4
243,2012,1,3,0,1,1,1,0,0,2,2,4,2,6,1,0,0,1,0,0,0,1,0,1,2,0
345,2740,2,3,6,0,2,8,1,0,1,4,0,2,1,0,1,0,0,0,0,0,2,0,4,2,0
655,5589,2,6,0,3,2,0,0,2,4,6,1,3,2,3,1,2,7,1,1,3,2,2,2,5,1
210,1576,1,1,0,1,1,0,1,2,1,3,0,1,2,0,1,1,0,3,0,0,1,0,0,2,1
505,4382,2,4,0,1,2,0,1,1,2,6,2,2,3,6,1,1,0,1,0,1,2,0,0,3,0
509,4158,2,3,0,4,2,6,4,2,6,2,3,9,9,3,1,0,0,3,3,1,4,1,6,3,2
84,572,1,0,0,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
814,6950,6,6,40,2,6,5,6,2,3,3,4,7,5,6,1,1,0,2,0,1,3,5,3,3,2
312,2665,1,2,25,3,1,0,0,1,1,14,3,0,2,2,1,0,0,1,0,1,0,2,1,1,0
541,4384,1,7,0,3,1,0,0,6,8,7,1,4,4,3,1,1,0,0,1,5,2,2,3,3,0
682,5651,2,4,13,3,2,3,1,0,2,2,2,10,11,4,0,0,0,1,2,1,2,7,1,4,4
489,3934,2,2,0,2,2,6,0,2,1,3,2,6,5,5,4,0,0,2,5,2,2,0,2,2,0
461,4152,2,6,0,2,2,0,2,11,4,4,4,4,4,2,1,1,0,2,0,1,1,1,4,4,0
537,4476,5,4,19,3,5,3,3,8,1,4,3,6,9,3,1,0,0,2,0,1,0,5,0,3,3
503,4254,1,4,17,3,1,10,2,0,2,2,1,2,3,6,1,0,0,0,1,0,1,1,8,2,0
308,2365,2,3,0,3,2,3,1,0,1,4,0,3,7,4,1,0,0,1,1,1,3,6,1,2,1
577,4642,2,3,0,1,2,1,0,6,2,4,0,5,3,10,1,1,0,0,0,9,1,2,0,2,1
496,4017,2,5,3,3,2,9,3,1,1,2,2,6,3,5,5,0,0,1,1,0,2,3,3,2,1
525,4163,2,3,0,2,2,2,0,4,0,5,1,4,3,5,9,1,1,1,0,2,3,2,2,4,0
250,1966,1,2,5,2,1,8,1,1,2,3,0,5,2,0,1,0,0,0,0,0,1,1,2,3,0
493,4130,2,1,2,3,2,0,2,1,0,3,8,1,3,0,1,7,0,8,1,0,2,0,0,2,1
530,4114,2,2,0,2,2,0,1,4,3,4,5,4,4,0,3,2,2,2,3,0,2,0,0,2,1
548,4506,1,5,4,2,1,6,1,1,4,3,2,4,3,3,2,0,0,1,1,2,2,5,4,3,1
642,5594,2,4,0,1,2,7,1,2,7,2,2,4,4,14,2,3,1,0,2,2,3,4,2,4,1
1248,10189,3,5,40,0,3,6,2,8,2,6,3,7,10,3,1,0,1,2,2,0,3,3,0,4,0
557,4540,2,4,0,1,2,1,0,12,4,3,1,3,2,4,1,1,0,1,3,3,4,0,4,2,0
535,4382,3,6,0,1,3,0,3,2,4,4,3,2,2,11,1,2,0,1,0,1,4,0,2,3,1
583,4242,2,4,9,1,2,7,2,1,3,5,1,3,3,3,0,1,0,0,0,2,2,0,2,2,1
677,5818,3,3,26,2,3,8,1,0,4,3,2,4,3,4,1,0,0,2,2,1,3,0,8,2,2
514,4224,2,2,0,2,2,1,0,1,1,13,1,0,3,4,0,1,0,0,0,2,1,1,0,2,2
491,4189,1,4,0,3,1,1,1,2,3,4,1,2,3,13,1,1,0,1,2,3,2,2,1,3,1
504,4105,3,2,3,1,3,1,0,9,3,2,0,1,2,3,1,3,0,1,1,1,3,1,2,2,1
542,4492,2,5,0,0,2,16,1,3,3,3,4,4,4,3,3,1,0,1,1,2,2,1,5,5,0
680,5309,1,5,5,3,1,0,0,4,4,6,2,3,4,5,1,4,1,2,1,4,4,1,3,2,2
469,3402,2,3,0,1,2,1,0,0,3,4,0,3,2,4,2,0,0,1,1,2,2,1,2,2,0
508,4244,2,4,20,2,2,2,2,4,3,4,2,6,5,5,2,0,0,1,0,11,1,1,1,2,1
470,4008,4,5,10,3,4,1,4,4,4,3,4,3,5,5,5,2,1,4,0,1,3,1,2,2,2
317,2469,1,3,15,3,1,1,1,3,2,3,1,4,4,5,0,0,1,1,2,2,0,1,1,3,0
225,1827,2,2,0,1,2,5,2,0,0,2,0,3,2,1,0,0,0,0,0,1,1,0,1,1,0
260,1964,1,2,0,0,1,6,0,2,0,5,1,0,2,3,0,2,0,1,0,2,0,0,2,3,0
248,1914,1,2,0,2,1,1,2,0,2,5,0,3,5,3,0,0,0,0,1,1,3,0,1,4,3
367,2859,7,2,25,1,7,0,5,1,1,0,3,3,8,1,1,0,0,1,0,0,3,4,2,1,3
471,3852,2,2,10,3,2,0,1,3,1,10,2,3,3,3,0,1,0,2,0,11,0,3,1,1,0
997,7869,4,4,0,0,4,0,2,2,1,4,14,3,5,5,1,4,0,9,4,1,3,0,0,3,1
373,2944,3,5,0,3,3,4,1,2,2,3,2,5,6,3,3,1,0,1,0,0,4,0,1,4,2
401,2882,2,2,12,3,2,2,0,0,1,2,0,7,9,1,0,0,1,0,1,0,0,4,1,4,5
712,6099,3,8,20,3,3,3,1,0,2,3,9,3,3,5,1,2,2,3,1,2,1,4,2,3,2
506,3984,2,4,0,3,2,2,0,1,4,3,2,4,2,2,1,2,1,2,0,1,2,0,2,2,1
497,3845,1,2,30,3,1,0,1,1,4,2,1,0,3,2,0,0,2,3,0,1,1,0,1,4,1
324,2603,2,3,0,1,2,2,0,1,1,2,1,3,2,1,1,0,0,1,2,1,2,0,4,1,0
671,5057,2,5,2,3,2,8,0,1,0,3,1,2,2,5,2,1,0,1,2,1,2,1,2,1,0
642,5189,2,5,0,3,2,2,0,2,3,6,1,10,5,7,5,1,0,1,2,5,1,2,3,3,3
494,3963,3,4,13,3,3,1,0,4,11,7,2,4,3,4,1,1,0,2,0,1,2,1,2,3,0
533,4261,2,1,15,1,2,3,1,7,0,3,1,2,2,4,3,1,0,3,1,1,3,0,4,3,0
869,6763,1,5,18,3,1,7,1,8,3,5,2,10,2,5,1,0,0,1,1,2,2,1,3,1,1
492,4240,2,5,0,1,2,10,1,1,4,3,2,5,5,0,1,0,0,0,1,1,1,0,7,2,0
489,4005,3,1,10,3,3,3,0,8,5,4,2,4,2,4,2,1,0,1,1,1,2,0,2,2,0
539,4146,2,0,0,2,2,10,1,2,6,3,1,5,2,5,1,0,0,1,1,1,1,0,8,2,0
716,6147,3,6,2,1,3,2,2,2,2,3,12,3,5,4,2,3,0,7,1,1,4,1,4,4,1
311,2559,1,3,4,2,1,2,4,1,1,7,4,3,3,2,2,1,0,1,0,1,6,1,1,2,1
581,4848,2,2,0,2,2,0,3,1,0,5,5,2,6,3,1,0,0,2,4,2,2,3,0,3,0
528,4399,2,3,8,2,2,0,0,1,5,4,2,0,4,11,0,2,1,2,0,2,2,1,1,2,0
527,4325,2,2,0,1,2,3,0,2,3,3,2,10,3,3,3,2,0,4,2,1,2,3,2,3,1
211,1514,1,1,0,2,1,0,0,0,1,3,2,1,4,1,2,0,1,1,0,0,0,0,0,1,0
605,5154,2,4,0,2,2,10,3,0,1,4,4,5,3,4,1,1,0,2,1,1,3,2,4,1,0
582,4535,2,4,0,1,2,10,1,2,4,4,2,4,2,6,0,0,0,1,0,1,1,2,3,2,1
351,2726,8,2,0,3,8,0,5,0,1,4,7,3,3,1,1,1,0,4,2,1,0,2,1,1,3
344,2796,2,5,0,3,2,4,1,3,1,2,1,4,3,0,0,1,0,1,0,2,1,1,4,3,1
146,1131,1,1,0,0,1,1,0,0,0,0,1,2,1,0,8,0,0,0,1,0,0,0,0,2,0
632,5078,2,3,0,2,2,2,2,3,2,4,10,4,3,2,2,0,1,4,0,2,0,1,4,3,0
608,5493,2,3,40,1,2,4,2,2,3,8,0,8,5,5,3,1,0,2,0,3,6,1,4,4,2
518,4229,2,5,8,3,2,11,2,0,4,1,1,4,3,2,3,2,0,0,0,0,2,2,7,1,0
803,6396,2,11,20,3,2,7,3,4,3,1,2,4,2,5,1,0,1,2,1,0,2,2,6,4,1
495,4077,1,4,0,2,1,0,2,1,4,3,2,1,3,2,0,3,1,2,1,1,1,2,1,1,1
737,6561,4,6,5,1,4,6,5,2,4,4,4,6,6,5,1,3,1,2,1,2,4,6,3,1,1
238,1904,2,3,0,2,2,0,0,1,2,3,5,1,5,1,0,0,1,0,6,0,0,1,0,2,1
684,5842,1,7,15,2,1,4,0,7,5,4,1,2,5,5,2,0,1,1,0,3,3,5,2,5,1
592,4546,4,1,40,2,4,1,7,1,1,3,6,5,2,2,1,0,0,2,1,2,1,1,1,1,0
684,5558,3,5,30,3,3,5,0,0,4,3,1,4,6,11,9,2,0,2,1,1,1,2,2,3,0
